CODIGO,DETALLE,PRECIO
7802500224442,PACK SALSA LUCCHETTI 200G X6,4290
7802500256504,LASANA TALLIANI PREC. 360G,2590
7802575000552,FIDEOS CAROZZI CARACOQUESO 286GR,2090
7802575004437,FIDEOS CAROZZI SPAGHETTI5 400GR,899
7802575004635,FIDEOS CAROZZI TALL87 400GR,899
7802575006233,FIDEOS CAROZZI CORBATA83 400GR,899
7802575006455,FIDEOS CAROZZI MARIPOSA93 250GR,899
7802575040206,FIDEOS CAROZZI RAVIOLI CARNE 400GR,2990
7802575204004,ACEITE TRATTORIA OLIVA 250CC,4990
7802575204066,ACEITE TRATTORIA OLIVA 1LT,19990
7802575204073,ACEITE TRATTORIA OLIVA 500CC,10990
7802575223388,BEB. INST. POLVO SPRIM PEPINO DULCE 25G,229
7802575223395,BEB. INST. POLVO SPRIM LIMON 28G,199
7802575223401,BEB. INST. POLVO SPRIM DURAZNO 25G,299
7802575223418,BEB. INST. POLVO SPRIM FRAMBUESA 25G,299
7802575223463,BEB. INST. POLVO SPRIM MANGO 25G,199
7802575223470,BEB. INST. POLVO SPRIM MANZANA 25G,299
7802575223487,BEB. INST. POLVO SPRIM MANZANA FUJI DP 25G,199
7802575223494,BEB. INST. POLVO SPRIM MELON CALAMENO 25G,199
7802575223500,BEB. INST. POLVO SPRIM MELON TUNA 25G,299
7802575223517,BEB. INST. POLVO SPRIM MULTRIFRUT 25G,199
7802575223524,BEB. INST. POLVO SPRIM NARANJA 25G,299
7802575223531,BEB. INST. POLVO SPRIM NARANJA-CHIRIMOYA 25G,229
7802575223548,BEB. INST. POLVO SPRIM NARANJA-PLATANO 25G,199
7802575223555,BEB. INST. POLVO SPRIM PAPAYA 25G,299
7802575223562,BEB. INST. POLVO SPRIM PINA 25G,299
7802575223586,BEB. INST. POLVO SPRIM DURAZNO HUESILLO 25G,299
7802575223593,BEB. INST. POLVO SPRIM DAMASCO 25G,199
7802575224507,BEB. INST. POLVO SPRIM MISTERIO 25G,199
7802575341136,SALSA TOSCANA 200GR BOLOGNESA,1190
7802575353047,SALSA TOM. ITALIANA POMAROLA 200GRS,749
7802575355171,PACK SALSA POMAROLA 200 X6,4490
7802575365026,SALSA TOM. ITALIANA SAN REMO 200G,469
7802575440051,PREMEZCLA MONT BLAC BROWNIE 400GRS,2490
7802575532596,ALIM. CACHUPIN CARNE 9KG,14990
7802575532640,ALIM. MASTER CAT TROC. JUGOS. GATITOS 85GRS,799
7802575532732,ARENA SANITARIA DRY MASTER CAT 4KG,7990
7802612000040,HARINA YANINE REPOSTERIA C P 01KG PA,990
7802613000148,HARINA LINDEROS TODO USO SP 1KG,899
7802613000346,HARINA CUGAT 1KG CP T.USO,599
7802613000353,HARINA CUGAT T.USO 1KG,599
7802613000476,HARINA FLOR POLI LINDEROS 20KG,14990
7802615005103,HARINA SELECTA CP 1KG,1690
7802615005202,HARINA SELECTA SP 1KG,1690
7802615005516,HARINA MONT BLANC CP 1KG,1190
7802615006025,TORTA LISTA SELECTA BISCOCH.BCO 500GR,2790
7802615006032,TORTA LISTA SELECTA BISCOCH.CHOC 500GR,2790
7802615006551,ARROZ MIRAFLORES G1 LAM. 1KG,2290
7802615006568,ARROZ MIRAFLORES PREGRANEADO 1KG,2490
7802615006575,ARROZ MIRAFLORES G2 LAM. 1KG,2490
7802626001132,HARINA MARIPOSA 25 KLS.,18990
7802635000188,SAB. COLA CAO CHOC. INST. BOLSA 250GRS,3290
7802635000430,CER. COLA CAO MANJAR PILLOWS 400GRS,3390
7802635000478,SAB. COLA CAO FRUTILLA INST. BOLSA 180GRS,1690
7802635000553,PATE TERNERA LA PIARA 125G,1590
7802635000577,PATE CAMPO LA PIARA 125G,1590
7802635000584,PATE AVE LA PIARA 125G,1590
7802635000652,SAB. COLA CAO CHOC. INST. BOLSA 180GRS,1890
7802635000775,COLA CAO INSTANTANEO BOLSA 750G,7290
7802635001116,CER. COLA CAO PILLOWS CHOC. 720GRS,5990
7802635691218,CER. COLA CAO CHOC. PILLOWS 400GRS,3390
7802640102037,MAIZENA ALMIDON MAIZ 250 GRS,2790
7802640103034,MAIZENA ALMIDON MAIZ 500 GRS,4990
7802640400270,AJI JB CHILENO 240 GRS,1590
7802640403103,MAY HELLMANNS 930GR,4390
7802640501052,MAY. HELLMANNS LIGHT 950G,4490
7802640600403,KET. JB DP 1KG,2990
7802640720538,KET. HELLMANNS DP 500GRS,2990
7802640720545,KET. HELLMANNS DP 1KG,4190
7802640720637,AJI JB PEBRE PET 240 GRS,1590
7802640793563,MAIZENA ALMIDON MAIZ ESPESO 100G,2190
7802640793877,MAY HELLMANNS SALSA AJO 200G,1390
7802640794058,MOST. HELLMANNS DP 250 GRS,1390
7802640810161,MOST. JB DP 250 GRS,1090
7802705400894,HEL. BRESLER PINA 2.4LT,6490
7802705400900,HEL. BRESLER TRISAB CHOC LUC MAN. 2.4LT,6490
7802705400917,HEL. BRESLER VAINILLA 2.4LT,6490
7802705400924,HEL. BRESLER CASSATA CHO FRU VAI. 2.4LT,6490
7802705400993,HEL. FRUGELE TRI FRAM LIM MAN 2.4LT,5990
7802705401013,HEL. FRUGELE PINA 2.4LT,5990
7802705401020,HEL. FRUGELE FRUTOS ROJOS 2.4LT,5990
7802705401143,HEL. BRESLER CHOCOLATE 2.4LT,6490
7802705613645,VIENNETTA CLASSICA 1LT,4490
7802705613652,VIENNETTA LUCUMA 1 LT.,4490
7802705618411,VIENNETTA CAPUCCINO 1 LT.,4490
7802710350504,HEL.. SAVORY BRICK 1LT,3990
7802710831119,HEL.. SAVORY PINA 1LT,3990
7802710832116,HEL.. SAVORY VAINILLA 1LT,3990
7802710835155,HEL.. SAVORY CHIRIMOYA ALEGRE 1LT,3990
7802715000015,HEL.PANDA TRISABOR LUCUMA CHOC. CREMA CHIPS 1LT,2690
7802715000602,HEL.PANDA TRISABOR 1LT,2690
7802715000657,HEL. PANDA CREMA FRUTOS BOSQUE CHOCOLATE 2.5LT,4890
7802715071008,HEL.PANDA PINA 1LT,2690
7802715071015,HEL. PANDA LUCUMA 1LT,2590
7802715071053,HEL. PANDA CHOCOLATE 1LT,2690
7802800001224,PAPAS KRYZPO 130 CHANCHO EN PIEDRA,890
7802800001385,HUEVITO MUIBON BURBUMILK BOLSA 126 GRS,3690
7802800001392,HUEVITO MUIBON CHOC. LECHE AVELL. BOLSA 126 GRS,2990
7802800001408,HUEVITO MUIBON CHOC. LECHE BOLSA 126 GRS,3690
7802800001439,HUEVITO MUIBON MIX 280 GRS,5590
7802800001859,BEB. ZUKO RRP MANZANA 15G,239
7802800001866,BEB. ZUKO RRP NARANJA PLATANO 15G,239
7802800001873,BEB. ZUKO RRP MANGO 15G,239
7802800001880,BEB. ZUKO RRP FRAMBUESA 15G,239
7802800001897,BEB. ZUKO RRP MELON TUNA 15G,239
7802800001934,BEB. ZUKO RRP PI A 15G,239
7802800001941,BEB. ZUKO RRP DURAZNO 15G,239
7802800001958,BEB. ZUKO RRP FRUTILLA 15G,239
7802800132423,CER. BARRA LIVEAN MANI-PASAS 23GRS,3690
7802800132447,CER. BARRA LIVEAN PINA 23GRS,1590
7802800132454,CER. BARRA LIVEAN FRUTOS ROJOS 23GRS,3690
7802800500413,CAFE MONTERREY CLASICO 170G,4990
7802800500611,CAFE GOLD PRIMERA SELECCION 170G,6690
7802800500697,CAFE MONTERREY JIRAFA 187,6990
7802800500802,PACK CAFE GOLD PRIMERA SELECCION 2X170G,6390
7802800500819,CAFE GOLD DESCAF 170G,7590
7802800500826,CAFE GOLD DESCAF. 100G,7990
7802800531134,COCOA RAFF POTE 300G,2990
7802800533367,PAPAS FRITAS KRYZPO XL ORIGINAL 190GRS,2990
7802800533459,PAPAS KRYZPO 130 CHORIPAN,1000
7802800533534,PAPAS KRYZPO 130 EMPANADA,1590
7802800533565,PAPAS FRITAS KRYZPO ORIGINAL 130GRS,2190
7802800533572,PAPAS FRITAS KRYZPO QUESO 130GRS,2190
7802800533589,PAPAS FRITAS KRYZPO CEBOLLA 130GRS,2190
7802800534111,PAPAS FRITAS KRYZPO NAC ORIGINAL 260GRS,4590
7802800534128,PAPAS FRITAS KRYZPO NAC QUESO 260GRS,3590
7802800535910,PAPAS KRYZPO 130GRSMERKEN,2390
7802800544615,NECTAR LIVEAN PET 1.5LT NARANJA,1790
7802800544622,NECTAR LIVEAN PET 1.5LT DURAZNO,1790
7802800544639,NECTAR LIVEAN PET 1.5 LT MANZANA,1790
7802800544653,NECTAR LIVEAN PET 1.5LT ARANDANO,1790
7802800544684,NECTAR LIVEAN PET 1.5 LT PINA,1790
7802800556038,CHOC. MANI MUIBON 100GRS,1890
7802800556106,CHOC. COOKIES-CREAM MUIBON 145GRS,4690
7802800556137,CHOC. LECHE MUIBON 145GRS,2790
7802800556205,MANI SALADO GRANUTS 40 GRS,690
7802800556212,MANI JAPONES GRANUTS 40 GRS,690
7802800556236,MANI SALADO GRANUTS 150 GRS,890
7802800556243,MANI JAPONES GRANUTS 150 GRS,890
7802800556304,MANI JAPONES GRANUTS AJI LIMON 150G,1429
7802800556328,MIX GRANUTS ARANDANOS 80G,1290
7802800556335,MIX GRANUTS NUTS 74G,1290
7802800556427,CHOC. BURBUMILK MUIBON 100GRS,1790
7802800556441,CHOC. COCO GIFT MUIBON 130GRS,2790
7802800556465,CHOC. MUIBON ALMENDRAS 120GRS,2690
7802800556762,CHOC. MUIBON BURBU CARAMEL 100GRS,2490
7802800570003,BEB. INST. POLVO ZUKO LULADA RPP 20G,269
7802800570799,BEB. INST. POLVO ZUKO GUANABANA RRP 20G,269
7802800570805,BEB. INST. POLVO ZUKO GUAYABA RPP 20G,269
7802800575312,NECTAR ZUKO 6X200ML NARANJA,1490
7802800575329,NECTAR ZUKO 6X200ML PINA,1490
7802800576418,BEB. INST. POLVO LIVEAN NARANJA RRP 8G,299
7802800576432,BEB. INST. POLVO LIVEAN MANZANA VERDE RPP 7G,299
7802800576449,BEB. INST. POLVO LIVEAN DURAZNO RRP 7G,299
7802800576456,BEB. INST. POLVO LIVEAN PI A RRP 7G,299
7802800576517,BEB. INST. POLVO LIVEAN FRUTILLA RRP 7G,299
7802800576692,BEB. INST. POLVO LIVEAN PERA AGUA RRP 7G,299
7802800576715,BEB. INST. POLVO LIVEAN MANGO RRP 7G,299
7802800576739,BEB. INST. POLVO LIVEAN BERRIES RRP 7G,299
7802800576746,BEB. INST. POLVO LIVEAN MELON TUNA RPP 7G,299
7802800576791,BEB. INST. POLVO LIVEAN PAPAYA RRP 7G,299
7802800576821,BEB. INST. POLVO LIVEAN T VERDE LIMON RRP 7G,299
7802800576944,PACK COMPOTA LIVEAN POUCH 90G,2690
7802800578801,BEB. INST. POLVO ZUKO NARANJA RRP 25GR,195
7802800578818,BEB. INST. POLVO ZUKO DURAZNO RRP 25GR,179
7802800578825,BEB. INST. POLVO ZUKO PINA RRP 25GR,195
7802800578832,BEB. INST. POLVO ZUKO MANZANA RRP 25GR,179
7802800578849,BEB. INST. POLVO ZUKO FRUTILLA RRP 25GR,165
7802800578856,BEB. INST. POLVO ZUKO FRAMBUESA RRP 25GR,165
7802800578863,BEB. INST. POLVO ZUKO DAMASCO RRP 25GR,149
7802800578870,BEB. INST. POLVO ZUKO MANGO RRP 25GR,165
7802800578887,BEB. INST. POLVO ZUKO NARANJAPLATANO RRP 25GR,179
7802800578894,BEB. INST. POLVO ZUKO MELON TUNA RRP 25GR,195
7802800578900,BEB. INST. POLVO ZUKO HUESILLO RRP 25GR,209
7802800578917,BEB. INST. POLVO ZUKO LIMON DULCE RRP 25GR,179
7802800578924,BEB. INST. POLVO ZUKO NARZAHPLAT RRP 25GR,175
7802800578931,BEB. INST. POLVO ZUKO TUTIFRUTI PIMANGUAY RRP 25GR,195
7802800578948,BEB. INST. POLVO ZUKO TUTIFRUTI FRUKWPLA RRP 25GR,149
7802800579280,BEB. INST. POLVO ZUKO LIMON DULCE RRP 20G,269
7802800579297,BEB. INST. POLVO ZUKO HUESILLO RRP 20G,269
7802800579518,BEB. INST. POLVO ZUKO NARANJA RRP 20G,269
7802800579525,BEB. INST. POLVO ZUKO PINA RRP 20G,269
7802800579532,BEB. INST. POLVO ZUKO DURAZNO RRP 20G,269
7802800579549,BEB. INST. POLVO ZUKO FRUTILLA RPP 20G,269
7802800579556,BEB. INST. POLVO ZUKO MANZANA RRP 20G,269
7802800579563,BEB. INST. POLVO ZUKO NARANJA PLATANO RRP 20G,269
7802800579587,BEB. INST. POLVO ZUKO MANGO RRP 20G,269
7802800579594,BEB. INST. POLVO ZUKO FRAMBUESA RRP 20G,269
7802800579600,BEB. INST. POLVO ZUKO MELON TUNA RRP 20G,269
7802800586141,BEB. INST. POLVO LIVEAN AQUA FRA-NAR RRP 7G,290
7802800586158,BEB. INST. POLVO LIVEAN AQUA PEPINO-MENTA RRP 7G,290
7802800586165,BEB. INST.POLVO LIVEAN AQUA MANZANA-CANELA RRP 7GR,199
7802800586318,BEB. INST. POLVO LIVEAN LIMONADA TRA. RRP 7G,299
7802800586349,BEB. INST. POLVO LIVEAN LIMONADA JENGIBRE RRP 7G,249
7802800586509,BEB. INST. POLVO LIVEAN ANTIOX FRUT-ARAND RRP 7GR,199
7802800586516,BEB. INST. POLVO LIVEAN ANTIOX FRAMBUESA RRP 7GR,199
7802800586523,BEB. INST. POLVO LIVEAN ANTIOX MAQUI RRP 7GR,199
7802800586608,BEB. INST. POLVO LIVEAN HUESILLO RRP 7G,299
7802800586813,BEB. INST. POLVO LIVEAN TE NEGRO DURAZNO RRP 7GR,199
7802800586882,BEB. INST. POLVO LIVEAN MARACUYA TROP. RPP 7G,299
7802800587520,BEB. INST. POLVO LIVEAN ELEM. ROCIO MANZ/UVA RRP 7GR,185
7802800587544,BEB. INST. POLVO LIVEAN ELEM. ATARDECER NARJFRUT RPP 7GR,199
7802800709601,COMPOTA LIVEAN POUCH MANZANA 90G,529
7802800709625,COMPOTA LIVEAN POUCH DURAZNO 90G,529
7802800709649,COMPOTA LIVEAN POUCH PERA 90G,529
7802800709663,COMPOTA LIVEAN POUCH MANZANA-MANGO 90G,529
7802800770830,BEB. INST. POLVO ZUKO TUTIFRUTI PIMANGUAY RRP 20G,249
7802810000170,DULCE WATTS MORA POTE 500G,2290
7802810000439,PACK NECTAR WATTS PI A 200X 6,2190
7802810001122,MANTECA CRUCINA PANADERIA 1KG,3590
7802810002099,ACEITE CHEF MARAVILLA 1LT,3490
7802810002129,ACEITE CHEF VEGETAL 1LT,3890
7802810002310,ACEITE CHEF OLIVA EXT. VIRGEN 500CC,10990
7802810008817,PACK NECTAR WATTS DURAZNO 200X 6,2190
7802810008824,PACK NECTAR WATTS MANZANA 200X 6,2190
7802810008831,PACK NECTAR WATTS NARANJA 200 X 6,2190
7802810008855,MARGARINA CALO LIGHT POTE 450GRS,2590
7802810008893,MARGARINA CALO POTE 450GRS,2590
7802810008947,PACK NECTAR WATTS DAMASCO 200X 6,1890
7802810009098,PACK NECTAR WATTS NARANJA LG 200X 6,2190
7802810010414,MARGARINA SUREÑA MIX POTE 450G,3990
7802810010919,PACK NECTAR WATTS PERA 200 X 6,1890
7802810010926,PACK NECTAR WATTS MZNA. LIGHT 200 X 6,2190
7802810010933,PACK NECTAR WATTS PINA LG 200 X 6,2190
7802810010971,ACEITE BELOMNT VEGETAL 900CC,2790
7802810011244,MERM. WATTS BOLSA DURAZNO 180G,699
7802810011251,MERM. WATTS BOLSA DAMASCO 180G,699
7802810011268,MERM. WATTS MORA 200G,579
7802810011510,MANTECA ASTRA 900G,5990
7802810011527,MARGARINA SUREÑA MIX PAN 200G,1490
7802810012173,ACEITE BELMONT VEGETAL 5LT,16990
7802810021229,MARGARINA SUREÑA POTE 900G,6490
7802810021601,MARGARINA SURENA LIGHT POTE 450GRS,2790
7802810021700,MARGARINA PAMPERITA BL 900GRS,3390
7802810022387,MARGARINA SURENA POTE 450GRS,2790
7802810031013,MERM. WATTS BOLSA DAMASCO 225G,1490
7802810031020,MERM. WATTS BOLSA DURAZNO 225G,1490
7802810031037,MERM. WATTS BOLSA MORA 225GRS,1490
7802810031044,MERM. WATTS BOLSA ALCAYOTA 225G,1490
7802810031075,MERM. WATTS BOLSA FRUTILLA 225G,1490
7802810031112,MERM. LOS LAGOS DAMASCO 225G,890
7802810031129,MERM. LOS LAGOS DURAZNO 225G,890
7802810031136,MERM. LOS LAGOS MORA 225G,890
7802810031174,MERM. LOS LAGOS FRUTILLA225G,890
7802810034045,DULCE WATTS MEMBRILLO 250G,990
7802810034052,DULCE WATTS MEMBRILLO 500G,1990
7802810034069,DULCE WATTS MEMBRILLO 1KG,3590
7802820000030,NECTAR ANDINA 1.5 DAMASCO 7103,1590
7802820001082,NECTAR ANDINA 1.5 FRUTILLA LIGHT7731,1590
7802820175011,NECTAR ANDINA NARANJA PET 1.750CC 7119,1769
7802820175035,NECTAR ANDINA DURAZNO PET 1.750CC 7116,1769
7802820175059,NECTAR ANDINA PI A PET 1.750CC7120,1769
7802820175080,NECTAR ANDINA MANZANA PET 1.750CC7127,1769
7802820175202,NECTAR ANDINA FRUTILLA LIGHT PET 1.750CC 7117,1769
7802820441529,AGUA MIN. BENEDICTINOS 1.5LT C GAS2504,1290
7802820500035,NECTAR ANDINA 1.5 DURAZNO7203,1590
7802820550511,PACK ANDINA DZNO. 200 X 67223,1990
7802820552683,PACK ANDINA NARANJA 0AZ. 200 X 6 1514,1990
7802820559002,NECTAR ANDINA 1.5 KIWI1270,1590
7802820645859,NECTAR ANDINA 1.5 LG PINA1462,1590
7802820651157,POWERADE 600CC FROZEN,839
7802820678017,POWERADE 1.1LT FROZEN BLAST ZERO 4652,1790
7802820678048,POWERADE 1.1LT FROZEN BLAST,1790
7802820678055,POWERADE 1.1LT ROJO 4651,1469
7802820678062,POWERADE 1.1LT NARANJA4650,1790
7802820685541,PACK ANDINA DURAZNO 0AZ. 200 X 6 1314,1990
7802820700053,NECTAR ANDINA 1.5 NARANJA1501,1590
7802820700107,PACK ANDINA NARANJA 200 X 6152 3,1990
7802820700251,NECTAR ANDINA 1.5 PI A1401,1590
7802820700299,PACK ANDINA PINA 200 X 6 1423,1990
7802820700480,PACK ANDINA MANZANA 200 X 6 1123,1990
7802820700633,NECTAR ANDINA 1.5 LG NARANJA 1534,1590
7802820701210,POWERADE 1LT. ROJO,1290
7802820851021,POWERADE 1LT FROZEN,1290
7802820851052,POWERADE 1LT NARANJA,1290
7802900000356,YOG. GOLD SOPROLE TRADICIONAL 165GRS,890
7802900000554,LECHE CULTIVADA SOPROLE FRUTILLA SIN LAC. BOT. 1LT,2790
7802900000578,LECHE CULTIVADA SOPROLE CHIRIMOYA SIN LAC. BOT. 1LT,2790
7802900001148,QUESO GAUDA DOS ALAMOSSOPROLE 150G,2290
7802900001193,QUESO MANTECOSO LAM SOPROLE 500G,7690
7802900001292,LECHE SEMIDESC. SOPROLE NATURAL UHT 1LT,1090
7802900001308,LECHE ENTERA SOPROLE NATURAL UHT 1LT,1090
7802900001414,YOG. PROTEIN SOPROLE NATURAL 155GRS,849
7802900002220,YOG. SOPROLE 1MAS 1 POTE 155GRS,598
7802900002282,MANJARATE SOPROLE MANJAR 100GRS,790
7802900002312,LECHE CULTIVADA SOPROLE PROTEIN FRUTILLA BOT. 1LT,3590
7802900002558,MANJARATE BLANCO SOPROLE 80G,689
7802900002671,YOG. SOPROLE 1MAS1 MINI PILOWS 155GRS,798
7802900003197,MANJARATE PLATANO SOPROLE 80G,689
7802900029340,LECHE EN POLVO ULA ENTERA 800GRS,6990
7802900048013,LECHE DESC. SOPROLE ZERO LACTO 1LT,1490
7802900050078,LECHE SEMIDESC. SOPROLE CHOC. 1LT,1890
7802900057077,PACK LECHE SEMIDESC. SOPROLE CHOC. 6X200ML,3990
7802900097011,CREMA CHANTILLY SOPROLE SPRAY 250G,4290
7802900105013,CREMA ESPESA SOPROLE UHT 200GRS,1390
7802900107017,CREMA LECHE SOPROLE PARA BATIR 1LT,4990
7802900111014,MANTEQUILLA SOPROLE SIN SAL 250GRS,3290
7802900120016,MANTEQUILLA PAN SOPROLE 125G,1590
7802900120214,POSTRE SOPROLE GOLD CREME CARAMEL 120GRS,849
7802900120276,POSTRE GOLD DOLCE PISTACHO SOPROLE 120G,729
7802900120283,POSTRE SOPROLE PANNA COTTA SALSA FRAM. 120GRS,849
7802900121013,MANTEQUILLA PAN SOPROLE 250G,3290
7802900170028,LECHE CULTIVADA SOPROLE FRUTILLA BOT. 1LT,2690
7802900170059,LECHE CULTIVADA SOPROLE VAINILLA BOT. 1LT,2690
7802900202019,LECHE ASADA SOPROLE 120G,749
7802900214074,MANJARATE SOPROLE BLACK 80GRS,790
7802900228170,YOG. SOPROLE 1MAS1 MINI COOKIES 140GRS,798
7802900230227,YOG. YOGHITO SOPROLE FRUTILLA 120GRS,299
7802900230241,YOG. YOGHITO SOPROLE DAMASCO 120GRS,299
7802900230258,YOG. YOGHITO SOPROLE VAINILLA 120GRS,299
7802900230289,YOG. YOGHITO SOPROLE FRAMBUESA 120GRS,299
7802900230296,YOG. YOGHITO SOPROLE PLATANO 120GRS,299
7802900238445,PACK UNO AL DIA MULTIFRUTA SOPROLE 12X80ML,4990
7802900238599,PACK 1 AL DIA FRUTILLA SOPROLE 18X80ML,6990
7802900295066,JALEA NARANJA SOPROLE 110G,379
7802900295080,JALEA SOPROLEFRAMBUESA110G,349
7802900295103,JALEA SOPROLE GUINDA 110G,349
7802900332402,YOG. SOPROLE 1MAS1 ZUCARITAS 140GRS,798
7802900337018,PACK YOG. SOPROLE 1MAS1 5X140GRS,3990
7802900401016,MANJARATE SOPROLE 80GRS,790
7802900410018,DULCE LECHE SOPROLE POTE 400GRS,2390
7802900413019,DULCE LECHE SOPROLE BOLSA 1KG,4990
7802900617011,MARGARINA POTE SOPROLE 500G,2990
7802900638016,MARGARINA MIX CMANTEQUILLA 500G,3990
7802910000223,LECHE SEMIDESC. LONCOLECHE SIN LAC. 1LT,1590
7802910000230,LECHE SEMIDESC. LONCOLECHE CHOC. 1LT,1890
7802910000247,LECHE SEMIDESC. LONCOLECHE FRUTILLA 1LT,1890
7802910000254,LECHE SEMIDESC. LONLOLECHE PLATANO 1LT,1890
7802910000261,LECHE SEMIDESC. LONCOLECHE VAINILLA 1LT,1890
7802910000544,LECHE SEMIDESC. LONCOLECHE VAINILLA 200ML,629
7802910000551,PACK LECHE SEMIDESC. LONCOLECHE VAINILLA 6X200ML,3590
7802910000797,LECHE SEMIDESC. LONCOLECHE CHOC. SIN LAC. 200ML,629
7802910000810,PACK LECHE SEMIDESC. LONCOLECHE CHOC. SIN LAC. 6X200ML,3590
7802910000872,MANJAR CALO 920G,4490
7802910001046,LECHE SEMIDESC. LONCOLECHE PLATANO 200ML,629
7802910001053,PACK LECHE SEMIDESC. LONCOLECHE PLATANO 6X200ML,3590
7802910002241,LECHE CALO 26 INST. ENTERA 850 GRS,6990
7802910002661,LECHE DESC. LONCOLECHE CHOC. LIGHT 200ML,629
7802910002678,PACK LECHE DESC. LONCOLECHE CHOC. LIGHT 6X200ML,3590
7802910002906,LECHE SEMIDESCREMADA 12CALO 800G,5990
7802910003651,QUESO GAUDA CALO LAM. 467G,5990
7802910004290,MANTEQUILLA LONCOLECHE SC POTE 250G,3990
7802910005150,BEB. VEGETAL LONCOLECHE NATURAL 1LT,2790
7802910005846,LECHE CALO EN POLVO CRECER 1 800G,8490
7802910005853,LECHE CALO EN POLVO CRECER 4 800G,8490
7802910006324,MANTEQUILLA CALO UNTABLE 350G,5390
7802910006515,BEB. VEGETAL LONCOLECHE ALMENDRA 1LT,2790
7802910007437,MANTEQUILLA LAS PARCELAS 250G,3290
7802910050204,LECHE NATURAL LONCOLECHE 200CC,499
7802910054202,LECHE SEMIDESC. LONCOLECHE CHOC. 200ML,629
7802910056206,LECHE SEMIDESC. LONCOLECHE FRUTILLA 200ML,629
7802910083523,LECHE SEMIDESC. LONCOLECHE SIN LAC. 200ML,629
7802910087125,PACK LECHE SEMIDESC. LONCOLECHE CHOC. 6X200ML,3590
7802910087132,PACK LECHE SEMIDESC. LONCOLECHE FRUTILLA 6X200ML,3590
7802910150607,MANTEQUILLA PAN CALO 250G,2990
7802910300200,YOG. YOGU-YOGU DAMASCO 200ML,690
7802910301207,YOG. YOGU-YOGU FRUTILLA 200ML,690
7802910303201,YOG. YOGU-YOGU MORA 200ML,690
7802910304208,YOG. YOGU-YOGU PINA 200ML,690
7802910305205,YOG. YOGU-YOGU VAINILLA 200ML,690
7802910306202,YOG. YOGU-YOGU CHIRIMOYA 200ML,690
7802920000084,LECHE DESC. COLUN NATURAL 1LT,1190
7802920000091,LECHE SEMIDESC. COLUN NATURAL 1LT,1190
7802920000435,CREMA COLUN BASE 1LT,5290
7802920000930,YOG. COLUN FRUTILLA 125G,319
7802920000947,YOG. COLUN FRAMBUESA 125G,319
7802920000954,YOG. COLUN VAINILLA 125G,319
7802920001012,YOG. ALERCES FRUTILLA 1KG,1699
7802920001029,YOG. ALERCES DAMASCO 1KG,1699
7802920001043,YOG. ALERCES PINA 1KG,1699
7802920001289,YOG. ALERCES FRAMBUESA 1KG,1699
7802920001326,MANTEQUILLA COLUN UNT. CSAL POTE 200G,3590
7802920002507,YOG. ALERCES PLATANO 1KG,1699
7802920002514,YOG. ALERCES MORA 1KG,1699
7802920002521,YOG. ALERCES PLATANO 125G,229
7802920002538,YOG. ALERCES MORA 125G,229
7802920005966,LECHE EN POLVO COLUN ENTERA ALTA EN CALCIO 1440GRS,14990
7802920006918,PACK YOG. COLUN BATIDO X12,3590
7802920007137,LECHE SEMIDESC. COLUN FRUTILLA 1LT,1790
7802920007403,LECHE DESC. COLUN SIN LAC. EDGE 1LT,1590
7802920007410,LECHE SEMIDESC. COLUN SIN LAC. EDGE 1LT,1590
7802920008042,YOG. ALERCES VAINILLA 1KG,1699
7802920009803,LECHE EN POLVO COLUN ENTERA 900GRS,8990
7802920009858,LECHE EN POLVO COLUN ENTERA 400GRS,4490
7802920009865,LECHE EN POLVO COLUN DESC. 800GRS,7990
7802920106021,YOG. ALERCES FRUTILLA 125G,229
7802920116006,QUESO RALLADO PARMESANO COLUN 80G,1890
7802920203300,MANTEQUILLA PAN COLUN 250G,2690
7802920203409,MANTEQUILLA PAN COLUN S SAL 250G,3290
7802920221366,MANJAR COLUN BOLSA 500G,2790
7802920776163,MANTEQUILLA ALERCE 250G,2690
7802920777252,QUESO RANCO LAM. COLUN 500G,5890
7802920777283,CREMA UHT COLUN 200G,1290
7802920777351,PACK LECHE SEMIDESC. COLUN CHOC. 6X200ML,3990
7802920777498,QUESO GAUDA LAM. COLUN 500G,6990
7802920777542,LECHE ENTERA COLUN NATURAL 1LT,1190
7802920801087,LECHE SEMIDESC. COLUN CHOC. 1LT,1690
7802926000040,HELADO SAN FCO 1LT AG.FRAMBUESA,4590
7802926000248,HELADO SAN FCO 1LT AG.LIMON,4590
7802926000446,HELADO SAN FCO 1LT AG.PIN,4590
7802926000477,POSTRE VAINILLA LIGHT 1 LT SAN FRANCISCO,5290
7802926000484,POSTRE CHOC. NUSS LIGHT 1 LT SAN FRANCISCO,5290
7802926000491,POSTRE BERRY LIGHT SAN FRANCISCO 1LT,5290
7802926000507,POSTRE LUCUMA LIGHT 1 LT SAN FRANCISCO,5290
7802930000142,MANTEQUILLA QUILLAYES MC 250G,3490
7802950002126,CAFE NESCAFE TRADICION TARRO 170GRS,8490
7802950002133,CAFE NESCAFE TARRO TRADICION 100G,6690
7802950002171,CAFE NESCAFE DOLCA TARRO 170G,5990
7802950002256,CREMA MAGGI 76 MARISCOS,619
7802950002720,CAFE NESCAFE TRADICIONAL TARRO 400GRS,14990
